source_au_id,canonical_curve_au_id,selected_top_90_stratum,lexmatch_alias_used,source_stratum_code,canonical_stratum_code,source_si_class,canonical_si_class,source_bec_group,canonical_bec_group,source_species_combo,canonical_species_combo,stand_count,area_ha,canonical_selected_area_ha
cwhvm2_hm_cw_l,cwhvm2_hw_cw_l,False,True,CWHvm2_HM+CW,CWHvm2_HW+CW,L,L,CWHvm2,CWHvm2,HM+CW,HW+CW,3,10.699784,726.648803
cwhvm1_ba_cw_l,cwhvm1_ba_hw_l,False,True,CWHvm1_BA+CW,CWHvm1_BA+HW,L,L,CWHvm1,CWHvm1,BA+CW,BA+HW,3,10.400133,255.663163
cwhvm2_dr_hw_m,cwhvm1_dr_hw_m,False,True,CWHvm2_DR+HW,CWHvm1_DR+HW,M,M,CWHvm2,CWHvm1,DR+HW,DR+HW,3,10.35286,354.077189
cwhvh1_fd_cw_l,cwhvh1_hw_cw_l,False,True,CWHvh1_FD+CW,CWHvh1_HW+CW,L,L,CWHvh1,CWHvh1,FD+CW,HW+CW,2,10.330175,749.479196
cwhvm2_ba_hm_m,cwhvm2_ba_hw_m,False,True,CWHvm2_BA+HM,CWHvm2_BA+HW,M,M,CWHvm2,CWHvm2,BA+HM,BA+HW,3,10.303989,737.724583
mhmm1_yc_l,cwhvm1_hw_l,False,True,MHmm1_YC,CWHvm1_HW,L,L,MHmm1,CWHvm1,YC,HW,4,10.202629,1582.40532
cwhvm1_yc_l,cwhvm1_hw_l,False,True,CWHvm1_YC,CWHvm1_HW,L,L,CWHvm1,CWHvm1,YC,HW,5,10.007146,1582.40532
cwhvh1_ss_l,cwhvm1_hw_l,False,True,CWHvh1_SS,CWHvm1_HW,L,L,CWHvh1,CWHvm1,SS,HW,2,9.962806,1582.40532
cwhvm2_dr_h,cwhvm1_dr_h,False,True,CWHvm2_DR,CWHvm1_DR,H,H,CWHvm2,CWHvm1,DR,DR,4,9.356125,308.751729
cwhvm2_cw_hm_l,cwhvm2_cw_hw_l,False,True,CWHvm2_CW+HM,CWHvm2_CW+HW,L,L,CWHvm2,CWHvm2,CW+HM,CW+HW,1,9.288735,408.991977
mhmm1_yc_cw_h,cwhvm1_yc_cw_h,False,True,MHmm1_YC+CW,CWHvm1_YC+CW,H,H,MHmm1,CWHvm1,YC+CW,YC+CW,1,8.799992,217.135653
cwhvh1_dr_ss_h,cwhvh1_hw_ss_h,False,True,CWHvh1_DR+SS,CWHvh1_HW+SS,H,H,CWHvh1,CWHvh1,DR+SS,HW+SS,1,8.797887,376.075834
cwhvm1_fdc_cw_h,cwhvm1_yc_cw_h,False,True,CWHvm1_FDC+CW,CWHvm1_YC+CW,H,H,CWHvm1,CWHvm1,FDC+CW,YC+CW,1,8.702309,217.135653
cwhvm2_cw_ba_l,cwhvm2_hw_ba_l,False,True,CWHvm2_CW+BA,CWHvm2_HW+BA,L,L,CWHvm2,CWHvm2,CW+BA,HW+BA,2,8.483261,3095.371233
cwhvm1_hw_hw_h,cwhvm1_cw_hw_h,False,True,CWHvm1_HW+HW,CWHvm1_CW+HW,H,H,CWHvm1,CWHvm1,HW+HW,CW+HW,1,8.360071,6154.404369
cwhvh1_ss_h,cwhvm1_hw_h,False,True,CWHvh1_SS,CWHvm1_HW,H,H,CWHvh1,CWHvm1,SS,HW,2,7.642581,1645.046704
cwhvm2_hw_tw_l,cwhvm2_hw_cw_l,False,True,CWHvm2_HW+TW,CWHvm2_HW+CW,L,L,CWHvm2,CWHvm2,HW+TW,HW+CW,1,7.629416,726.648803
cwhvm1_dr_ba_l,cwhvm1_hw_ba_l,False,True,CWHvm1_DR+BA,CWHvm1_HW+BA,L,L,CWHvm1,CWHvm1,DR+BA,HW+BA,1,7.321343,6328.040635
cwhvh1_dr_ba_l,cwhvh1_hw_ba_l,False,True,CWHvh1_DR+BA,CWHvh1_HW+BA,L,L,CWHvh1,CWHvh1,DR+BA,HW+BA,1,7.224347,467.414274
cwhvm2_dr_l,cwhvm1_dr_l,False,True,CWHvm2_DR,CWHvm1_DR,L,L,CWHvm2,CWHvm1,DR,DR,4,7.134024,342.368985
cwhvm2_dr_hw_l,cwhvm1_dr_hw_l,False,True,CWHvm2_DR+HW,CWHvm1_DR+HW,L,L,CWHvm2,CWHvm1,DR+HW,DR+HW,3,7.119795,463.173065
cwhvm1_hw_plc_l,cwhvm1_hw_fdc_l,False,True,CWHvm1_HW+PLC,CWHvm1_HW+FDC,L,L,CWHvm1,CWHvm1,HW+PLC,HW+FDC,1,7.059915,1288.9352
cwhvm2_cw_dr_h,cwhvm1_hw_dr_h,False,True,CWHvm2_CW+DR,CWHvm1_HW+DR,H,H,CWHvm2,CWHvm1,CW+DR,HW+DR,1,6.974453,949.516627
cwhvm1_fd_m,cwhvm1_hw_m,False,True,CWHvm1_FD,CWHvm1_HW,M,M,CWHvm1,CWHvm1,FD,HW,3,6.582337,4138.939451
cwhvm2_hw_hm_l,cwhvm2_hw_ba_l,False,True,CWHvm2_HW+HM,CWHvm2_HW+BA,L,L,CWHvm2,CWHvm2,HW+HM,HW+BA,3,6.418133,3095.371233
cwhvm1_pl_l,cwhvm1_hw_l,False,True,CWHvm1_PL,CWHvm1_HW,L,L,CWHvm1,CWHvm1,PL,HW,1,6.30346,1582.40532
cwhvm1_fdc_ss_l,cwhvm1_hw_ss_l,False,True,CWHvm1_FDC+SS,CWHvm1_HW+SS,L,L,CWHvm1,CWHvm1,FDC+SS,HW+SS,1,6.260418,4135.63912
cmaunp_hw_cw_l,cwhvm1_hw_cw_l,False,True,CMAunp_HW+CW,CWHvm1_HW+CW,L,L,CMAunp,CWHvm1,HW+CW,HW+CW,1,6.153448,7117.880299
cwhvm1_cw_fd_h,cwhvm1_hw_fd_h,False,True,CWHvm1_CW+FD,CWHvm1_HW+FD,H,H,CWHvm1,CWHvm1,CW+FD,HW+FD,1,6.103261,812.542221
cwhvm2_yc_l,cwhvm1_hw_l,False,True,CWHvm2_YC,CWHvm1_HW,L,L,CWHvm2,CWHvm1,YC,HW,4,5.93998,1582.40532
cwhvm1_pl_hw_h,cwhvm1_cw_hw_h,False,True,CWHvm1_PL+HW,CWHvm1_CW+HW,H,H,CWHvm1,CWHvm1,PL+HW,CW+HW,1,5.904883,6154.404369
cwhvm1_hw_yc_h,cwhvm1_cw_yc_h,False,True,CWHvm1_HW+YC,CWHvm1_CW+YC,H,H,CWHvm1,CWHvm1,HW+YC,CW+YC,1,5.873023,485.666198
cwhvh1_dr_cw_h,cwhvh1_hw_cw_h,False,True,CWHvh1_DR+CW,CWHvh1_HW+CW,H,H,CWHvh1,CWHvh1,DR+CW,HW+CW,1,5.757372,858.724563
mhmm1_hw_l,cwhvm1_hw_l,False,True,MHmm1_HW,CWHvm1_HW,L,L,MHmm1,CWHvm1,HW,HW,1,5.715932,1582.40532
mhmm1_hw_cw_h,cwhvm1_hw_cw_h,False,True,MHmm1_HW+CW,CWHvm1_HW+CW,H,H,MHmm1,CWHvm1,HW+CW,HW+CW,2,5.695731,2899.431292
cwhvm1_hm_ba_h,cwhvm1_hw_ba_h,False,True,CWHvm1_HM+BA,CWHvm1_HW+BA,H,H,CWHvm1,CWHvm1,HM+BA,HW+BA,1,5.243639,6336.709216
cwhvm2_fd_l,cwhvm1_hw_l,False,True,CWHvm2_FD,CWHvm1_HW,L,L,CWHvm2,CWHvm1,FD,HW,2,5.198442,1582.40532
cwhvm1_ba_l,cwhvm1_hw_l,False,True,CWHvm1_BA,CWHvm1_HW,L,L,CWHvm1,CWHvm1,BA,HW,3,5.073632,1582.40532
cwhvm1_ac_dr_l,cwhvm1_hw_dr_l,False,True,CWHvm1_AC+DR,CWHvm1_HW+DR,L,L,CWHvm1,CWHvm1,AC+DR,HW+DR,1,4.826472,983.327431
cwhvm1_hw_hw_l,cwhvm1_hw_cw_l,False,True,CWHvm1_HW+HW,CWHvm1_HW+CW,L,L,CWHvm1,CWHvm1,HW+HW,HW+CW,1,4.822996,7117.880299
cwhvm1_pli_sx_h,cwhvm1_hw_ss_h,False,True,CWHvm1_PLI+SX,CWHvm1_HW+SS,H,H,CWHvm1,CWHvm1,PLI+SX,HW+SS,2,4.800179,2240.217819
cwhvh1_fd_hw_h,cwhvh1_cw_hw_h,False,True,CWHvh1_FD+HW,CWHvh1_CW+HW,H,H,CWHvh1,CWHvh1,FD+HW,CW+HW,1,4.755697,1076.780452
cwhvm1_dr_ac_l,cwhvm1_dr_hw_l,False,True,CWHvm1_DR+AC,CWHvm1_DR+HW,L,L,CWHvm1,CWHvm1,DR+AC,DR+HW,1,4.450945,463.173065
cwhvm1_pli_sx_l,cwhvm1_hw_ss_l,False,True,CWHvm1_PLI+SX,CWHvm1_HW+SS,L,L,CWHvm1,CWHvm1,PLI+SX,HW+SS,2,4.364153,4135.63912
cwhvm2_yc_fdc_l,cwhvm1_hw_fdc_l,False,True,CWHvm2_YC+FDC,CWHvm1_HW+FDC,L,L,CWHvm2,CWHvm1,YC+FDC,HW+FDC,1,4.337629,1288.9352
cwhvm2_dr_m,cwhvm1_dr_m,False,True,CWHvm2_DR,CWHvm1_DR,M,M,CWHvm2,CWHvm1,DR,DR,2,4.2711,138.340811
mhmm1_hm_l,cwhvm1_hw_l,False,True,MHmm1_HM,CWHvm1_HW,L,L,MHmm1,CWHvm1,HM,HW,1,4.188486,1582.40532
cwhvm2_pli_l,cwhvm1_hw_l,False,True,CWHvm2_PLI,CWHvm1_HW,L,L,CWHvm2,CWHvm1,PLI,HW,1,4.134814,1582.40532
cwhvm2_hw_ss_m,cwhvm1_hw_ss_m,False,True,CWHvm2_HW+SS,CWHvm1_HW+SS,M,M,CWHvm2,CWHvm1,HW+SS,HW+SS,1,4.085634,928.457868
cwhvh1_ba_ss_l,cwhvh1_hw_ss_l,False,True,CWHvh1_BA+SS,CWHvh1_HW+SS,L,L,CWHvh1,CWHvh1,BA+SS,HW+SS,1,4.062584,265.087958
cwhvm1_sx_bl_l,cwhvm1_hw_ba_l,False,True,CWHvm1_SX+BL,CWHvm1_HW+BA,L,L,CWHvm1,CWHvm1,SX+BL,HW+BA,1,3.99875,6328.040635
cwhvh1_ba_hw_l,cwhvm1_ba_hw_l,False,True,CWHvh1_BA+HW,CWHvm1_BA+HW,L,L,CWHvh1,CWHvm1,BA+HW,BA+HW,2,3.983301,255.663163
cwhvm1_pl_cw_m,cwhvm1_hw_cw_m,False,True,CWHvm1_PL+CW,CWHvm1_HW+CW,M,M,CWHvm1,CWHvm1,PL+CW,HW+CW,2,3.892393,14576.473609
cwhvh1_ba_cw_h,cwhvh1_hw_cw_h,False,True,CWHvh1_BA+CW,CWHvh1_HW+CW,H,H,CWHvh1,CWHvh1,BA+CW,HW+CW,1,3.882325,858.724563
cwhvm1_ac_ss_l,cwhvm1_hw_ss_l,False,True,CWHvm1_AC+SS,CWHvm1_HW+SS,L,L,CWHvm1,CWHvm1,AC+SS,HW+SS,1,3.856337,4135.63912
cwhvm2_cw_hm_h,cwhvm2_cw_hw_h,False,True,CWHvm2_CW+HM,CWHvm2_CW+HW,H,H,CWHvm2,CWHvm2,CW+HM,CW+HW,1,3.838062,548.518658
cwhvh1_cw_dr_m,cwhvm1_hw_dr_m,False,True,CWHvh1_CW+DR,CWHvm1_HW+DR,M,M,CWHvh1,CWHvm1,CW+DR,HW+DR,1,3.811334,1157.28499
cwhvm1_hm_yc_m,cwhvm1_cw_yc_m,False,True,CWHvm1_HM+YC,CWHvm1_CW+YC,M,M,CWHvm1,CWHvm1,HM+YC,CW+YC,2,3.754917,285.012202
cwhvh1_ba_hw_m,cwhvm1_ba_hw_m,False,True,CWHvh1_BA+HW,CWHvm1_BA+HW,M,M,CWHvh1,CWHvm1,BA+HW,BA+HW,1,3.666577,134.660517
cwhvm2_ba_dr_l,cwhvm2_ba_hw_l,False,True,CWHvm2_BA+DR,CWHvm2_BA+HW,L,L,CWHvm2,CWHvm2,BA+DR,BA+HW,1,3.602181,345.036288
mhmm1_yc_cw_l,cwhvm1_yc_cw_l,False,True,MHmm1_YC+CW,CWHvm1_YC+CW,L,L,MHmm1,CWHvm1,YC+CW,YC+CW,1,3.538968,373.090164
mhmm1_hw_h,cwhvm1_hw_h,False,True,MHmm1_HW,CWHvm1_HW,H,H,MHmm1,CWHvm1,HW,HW,1,3.524191,1645.046704
cwhvm1_hw_pl_l,cwhvm1_hw_cw_l,False,True,CWHvm1_HW+PL,CWHvm1_HW+CW,L,L,CWHvm1,CWHvm1,HW+PL,HW+CW,1,3.168138,7117.880299
cwhvh1_ss_dr_l,cwhvm1_hw_dr_l,False,True,CWHvh1_SS+DR,CWHvm1_HW+DR,L,L,CWHvh1,CWHvm1,SS+DR,HW+DR,1,3.05724,983.327431
cwhvm1_yc_fdc_l,cwhvm1_hw_fdc_l,False,True,CWHvm1_YC+FDC,CWHvm1_HW+FDC,L,L,CWHvm1,CWHvm1,YC+FDC,HW+FDC,1,3.027126,1288.9352
cwhvm2_cw_fdc_l,cwhvm1_hw_fdc_l,False,True,CWHvm2_CW+FDC,CWHvm1_HW+FDC,L,L,CWHvm2,CWHvm1,CW+FDC,HW+FDC,1,3.023024,1288.9352
cwhvm1_ac_hw_l,cwhvm1_yc_hw_l,False,True,CWHvm1_AC+HW,CWHvm1_YC+HW,L,L,CWHvm1,CWHvm1,AC+HW,YC+HW,1,2.948093,585.006343
cwhvm1_pl_sx_l,cwhvm1_hw_ss_l,False,True,CWHvm1_PL+SX,CWHvm1_HW+SS,L,L,CWHvm1,CWHvm1,PL+SX,HW+SS,1,2.931151,4135.63912
cwhvm2_fdc_yc_l,cwhvm2_hw_yc_l,False,True,CWHvm2_FDC+YC,CWHvm2_HW+YC,L,L,CWHvm2,CWHvm2,FDC+YC,HW+YC,1,2.766708,282.434482
cmaunp_yc_cw_l,cwhvm1_yc_cw_l,False,True,CMAunp_YC+CW,CWHvm1_YC+CW,L,L,CMAunp,CWHvm1,YC+CW,YC+CW,1,2.749719,373.090164
cwhvm1_mb_l,cwhvm1_hw_l,False,True,CWHvm1_MB,CWHvm1_HW,L,L,CWHvm1,CWHvm1,MB,HW,1,2.643573,1582.40532
cwhvm2_hw_hw_l,cwhvm2_hw_cw_l,False,True,CWHvm2_HW+HW,CWHvm2_HW+CW,L,L,CWHvm2,CWHvm2,HW+HW,HW+CW,1,2.596771,726.648803
cwhvm1_cw_ba_h,cwhvm1_hw_ba_h,False,True,CWHvm1_CW+BA,CWHvm1_HW+BA,H,H,CWHvm1,CWHvm1,CW+BA,HW+BA,2,2.266838,6336.709216
cwhvm2_hm_cw_m,cwhvm2_hw_cw_m,False,True,CWHvm2_HM+CW,CWHvm2_HW+CW,M,M,CWHvm2,CWHvm2,HM+CW,HW+CW,2,2.062812,876.653905
cmaunp_yc_hw_l,cwhvm1_yc_hw_l,False,True,CMAunp_YC+HW,CWHvm1_YC+HW,L,L,CMAunp,CWHvm1,YC+HW,YC+HW,1,1.700675,585.006343
cwhvm2_fd_hw_l,cwhvm2_cw_hw_l,False,True,CWHvm2_FD+HW,CWHvm2_CW+HW,L,L,CWHvm2,CWHvm2,FD+HW,CW+HW,1,1.668877,408.991977
cwhvh1_ba_cw_l,cwhvh1_hw_cw_l,False,True,CWHvh1_BA+CW,CWHvh1_HW+CW,L,L,CWHvh1,CWHvh1,BA+CW,HW+CW,1,1.659643,749.479196
cwhvm2_hm_cw_h,cwhvm2_hw_cw_h,False,True,CWHvm2_HM+CW,CWHvm2_HW+CW,H,H,CWHvm2,CWHvm2,HM+CW,HW+CW,1,1.62404,1136.408457
cwhvh1_dr_cw_l,cwhvh1_hw_cw_l,False,True,CWHvh1_DR+CW,CWHvh1_HW+CW,L,L,CWHvh1,CWHvh1,DR+CW,HW+CW,1,1.604858,749.479196
cwhvm1_yc_m,cwhvm1_hw_m,False,True,CWHvm1_YC,CWHvm1_HW,M,M,CWHvm1,CWHvm1,YC,HW,1,1.589249,4138.939451
cwhvh1_hw_pl_l,cwhvh1_hw_cw_l,False,True,CWHvh1_HW+PL,CWHvh1_HW+CW,L,L,CWHvh1,CWHvh1,HW+PL,HW+CW,1,1.551412,749.479196
cwhvh1_dr_ss_l,cwhvh1_hw_ss_l,False,True,CWHvh1_DR+SS,CWHvh1_HW+SS,L,L,CWHvh1,CWHvh1,DR+SS,HW+SS,1,1.54659,265.087958
cwhvh1_fd_hw_l,cwhvh1_cw_hw_l,False,True,CWHvh1_FD+HW,CWHvh1_CW+HW,L,L,CWHvh1,CWHvh1,FD+HW,CW+HW,1,1.528387,1104.143424
cwhvm1_fd_cw_h,cwhvm1_hw_cw_h,False,True,CWHvm1_FD+CW,CWHvm1_HW+CW,H,H,CWHvm1,CWHvm1,FD+CW,HW+CW,1,1.417967,2899.431292
mhmm1_yc_pl_l,cwhvm1_yc_hw_l,False,True,MHmm1_YC+PL,CWHvm1_YC+HW,L,L,MHmm1,CWHvm1,YC+PL,YC+HW,1,1.370537,585.006343
cwhvm1_ss_ba_h,cwhvm1_hw_ba_h,False,True,CWHvm1_SS+BA,CWHvm1_HW+BA,H,H,CWHvm1,CWHvm1,SS+BA,HW+BA,1,1.359868,6336.709216
cwhvm2_yc_m,cwhvm1_hw_m,False,True,CWHvm2_YC,CWHvm1_HW,M,M,CWHvm2,CWHvm1,YC,HW,1,1.345688,4138.939451
cwhvm1_fd_cw_l,cwhvm1_hw_cw_l,False,True,CWHvm1_FD+CW,CWHvm1_HW+CW,L,L,CWHvm1,CWHvm1,FD+CW,HW+CW,1,1.329859,7117.880299
mhmm1_hm_cw_l,cwhvm1_hw_cw_l,False,True,MHmm1_HM+CW,CWHvm1_HW+CW,L,L,MHmm1,CWHvm1,HM+CW,HW+CW,1,1.323501,7117.880299
mhmm1_cw_hw_h,cwhvm1_cw_hw_h,False,True,MHmm1_CW+HW,CWHvm1_CW+HW,H,H,MHmm1,CWHvm1,CW+HW,CW+HW,2,1.310679,6154.404369
cwhvm1_hm_cw_l,cwhvm1_hw_cw_l,False,True,CWHvm1_HM+CW,CWHvm1_HW+CW,L,L,CWHvm1,CWHvm1,HM+CW,HW+CW,1,1.198865,7117.880299
cwhvm1_hm_ba_m,cwhvm1_hw_ba_m,False,True,CWHvm1_HM+BA,CWHvm1_HW+BA,M,M,CWHvm1,CWHvm1,HM+BA,HW+BA,1,1.114207,13083.871387
cwhvm2_fdc_cw_l,cwhvm2_hw_cw_l,False,True,CWHvm2_FDC+CW,CWHvm2_HW+CW,L,L,CWHvm2,CWHvm2,FDC+CW,HW+CW,1,1.113936,726.648803
cwhvm2_sx_l,cwhvm1_hw_l,False,True,CWHvm2_SX,CWHvm1_HW,L,L,CWHvm2,CWHvm1,SX,HW,1,1.090537,1582.40532
cwhvm2_ss_l,cwhvm1_hw_l,False,True,CWHvm2_SS,CWHvm1_HW,L,L,CWHvm2,CWHvm1,SS,HW,1,1.064954,1582.40532
cwhvm1_yc_ba_l,cwhvm1_hw_ba_l,False,True,CWHvm1_YC+BA,CWHvm1_HW+BA,L,L,CWHvm1,CWHvm1,YC+BA,HW+BA,1,1.051314,6328.040635
cwhvh1_yc_pl_l,cwhvm1_yc_hw_l,False,True,CWHvh1_YC+PL,CWHvm1_YC+HW,L,L,CWHvh1,CWHvm1,YC+PL,YC+HW,1,1.042015,585.006343
cwhvh1_yc_pl_h,cwhvm1_yc_cw_h,False,True,CWHvh1_YC+PL,CWHvm1_YC+CW,H,H,CWHvh1,CWHvm1,YC+PL,YC+CW,1,1.038779,217.135653
cwhvm1_ba_cw_m,cwhvm1_ba_hw_m,False,True,CWHvm1_BA+CW,CWHvm1_BA+HW,M,M,CWHvm1,CWHvm1,BA+CW,BA+HW,1,0.98527,134.660517
cwhvh1_yc_l,cwhvm1_hw_l,False,True,CWHvh1_YC,CWHvm1_HW,L,L,CWHvh1,CWHvm1,YC,HW,1,0.85277,1582.40532
cwhvh1_cw_ba_h,cwhvh1_hw_ba_h,False,True,CWHvh1_CW+BA,CWHvh1_HW+BA,H,H,CWHvh1,CWHvh1,CW+BA,HW+BA,2,0.852725,372.648201
cwhvm1_hm_ba_l,cwhvm1_hw_ba_l,False,True,CWHvm1_HM+BA,CWHvm1_HW+BA,L,L,CWHvm1,CWHvm1,HM+BA,HW+BA,1,0.799891,6328.040635
cwhvm2_yc_dr_l,cwhvm2_yc_hw_l,False,True,CWHvm2_YC+DR,CWHvm2_YC+HW,L,L,CWHvm2,CWHvm2,YC+DR,YC+HW,1,0.797639,398.830202
cwhvh1_yc_h,cwhvm1_hw_h,False,True,CWHvh1_YC,CWHvm1_HW,H,H,CWHvh1,CWHvm1,YC,HW,1,0.639299,1645.046704
cwhvm2_ss_hw_h,cwhvm1_ss_hw_h,False,True,CWHvm2_SS+HW,CWHvm1_SS+HW,H,H,CWHvm2,CWHvm1,SS+HW,SS+HW,1,0.51378,576.664115
cwhvm1_pl_hw_l,cwhvm1_cw_hw_l,False,True,CWHvm1_PL+HW,CWHvm1_CW+HW,L,L,CWHvm1,CWHvm1,PL+HW,CW+HW,1,0.370918,6107.943901
mhmm1_cw_yc_l,cwhvm1_cw_yc_l,False,True,MHmm1_CW+YC,CWHvm1_CW+YC,L,L,MHmm1,CWHvm1,CW+YC,CW+YC,1,0.213975,1293.870013
cwhvm1_fd_ba_l,cwhvm1_hw_ba_l,False,True,CWHvm1_FD+BA,CWHvm1_HW+BA,L,L,CWHvm1,CWHvm1,FD+BA,HW+BA,1,0.1233,6328.040635
cwhvm1_pli_at_l,cwhvm1_hw_cw_l,False,True,CWHvm1_PLI+AT,CWHvm1_HW+CW,L,L,CWHvm1,CWHvm1,PLI+AT,HW+CW,1,0.039348,7117.880299
cwhvm1_ba_h,cwhvm1_hw_h,False,True,CWHvm1_BA,CWHvm1_HW,H,H,CWHvm1,CWHvm1,BA,HW,1,0.001884,1645.046704
